sentence,cct_labels
well thats why im here,Class 0
"that is the reason as to ""why i am here""...",Class 0
i waited quite some time to take physics in my undergrad because ive had bad experiences in the past and the many times i enrolled in physics the professors i was stuck with were some of the worst professors ive ever taken here at sf state.,Class 0
"this would cause a sharp pain in my elbow whenever i would do pushups, bench press, or simply bending my arm would result in a cracking like noise.",Class 0
"there's several reason why i'm here, mainly is because i'm enroll in this class and i have to present in the class to follow the lecture.",Class 0
i am looking forward to experiencing the interesting things in this class in the near future.,Class 0
"i enjoy not just knowing that something operates a certain way just because, but rather understanding the underlying factors that causes and aids in the work being done to make something perform the way it is.",Class 0
i'm not particularly good at math or science and with are my two biggest weaknesses.,Class 0
i want a better future for myself.,Class 0
imagine what humans could continue to do if we advance our technology.,Class 0
"also after my quiz on chemistry 216, i realized that i have to practice more and more and i am lacking in the stichometry when i shouldn't have been lacking at all.",Class 0
im hoping to continue learning all the great biology concepts and take them with me on my journey to my career.,Class 0
"despite, all these concepts that is definitely interesting, i feel physics can be sometimes hard to be understood with all the details and mind boggling questions it includes.",Class 0
what i enjoyed about my previous sci class so much as the exam prep that they offered and the intimate setting of the class.,Class 0
we have a lot of subjects that we need to cover and this class is another stepping stone towards that goal of being able to attain a degree that i could use in the future.i have the goal of becoming a forensic scientist or to be in some field of forensics.,Class 0
my major here at san francisco state university is computer science.,Class 0
i'm here because of prerequisite for my computer science degree.,Class 0
the advisors encouraged us by letting us know that these classes have been proven to help students get a better grade in class.,Class 0
sometimes it would just be one meal a day.,Class 0
"the question of ""why am i here"" can be answered in so many ways but i think that it doesn't really matter why we are here but instead that we are already here.",Class 0
i believe the small classes that dont seem to mean anything is a lot of knowledge to work with.,Class 0
"so, i am here because i could not enroll in another physics class and by random chance i ended up in your class.",Class 0
"i have to be able to see and understand the different concepts which i learn in my different classes not just physics necessarily, but rather all the courses which i am taking.",Class 0
i am the friend you come to when you need advice.,Class 0
i am grateful that i am able to be surrounded by classmates that are so passionate about their career choice and so kind in helping each other.,Class 0
"for example, there are two different organic chemistry teachers right now so some of the other students can teach us about topics we havent learned yet and vice verse.",Class 0
i enjoyed the class but it wasn't something i saw myself doing as a profession.,Class 0
"i am here because i want to have a good career, i want to be able to provide for myself and for my family.",Class 0
i will definitely fulfill my schooling requirements so hopefully i can be the best i can be in my career.,Class 0
but because i took chem last semester most of the material is still fresh.,Class 0
"so, i always feel the presence of being at home and someone to be there for me while i am away at school.",Class 0
"by finishing up this prereq in the summer, i will have an extra spot in my coursework during my time at cmc to take advanced physics and upper division science courses.",Class 0
its been fun working through the problems and picturing the scenarios.,Class 0
"i strive to one day become a neurosurgeon, and i believe that my education right now gives me practice and knowledge that will aid me in becoming a neurosurgeon, and just simply giving myself ideas of how physics works.",Class 0
"but that is the future, for now i need to focus on the present and study well so that i am ready.",Class 0
"the stem subjects are all intertwined in some way, so knowledge of physics will surely aid my understanding of chemistry and other topics.",Class 0
tiffany chang phys 11202 912020 why am i here?,Class 0
"but as much as i hate to admit it, i actually like coming to school.",Class 0
"due to this, there has always been an expectation for me to go into a stem related field.",Class 0
i am currently here because i wanted to further my education and study something i actually enjoy which is what i am currently doing.,Class 0
why am i?,Class 0
so even though i'm not passionate about physics i recognize that it is important for me to do well in this class and understand the concepts taught.,Class 0
this is something that i am always contemplating.,Class 0
"i have relationships where i have taught, touched, and even hurt at times.",Class 0
im here doing everything i can to make something of myself.,Class 0
i miss real life classes i don't feel like i'm learning or retaining anything i'm learning through these online classes.,Class 0
i am also here to provide for my daughter and be around her to take care of her from everything.,Class 0
i am currently taking physics 112 for many reasons.,Class 0
"even though i don't understand some of the concepts, i do like physics.",Class 0
i am very thankful that i have my lecture before this course because i feel it helps me throughout the lab.,Class 0
i am here because college seems to be everyone else's goal.,Class 0
i'm here because i am blessed with the opportunity to learn about what i am passionate about.,Class 0
"i feel that having this course taken, it would because it helps quantify how and why things are how they are presently.",Class 0
i have never taken physics before so i have no background knowledge.,Class 0
"i plan on working in the world of cinema since i fell in love with the world of theater and i can create, imagine, and do whatever i want where i'm not bound to the laws of physics.",Class 0
i also just thought it'd be fun to be in a smaller classroom setting where i can get some additional practice!,Class 0
i needed to take a lab in order to complete a section (honestly i don't really know most of these ge's) and i didn't want to take the lab for biology so i'm here.,Class 0
butker is a great kicker and will score for me all season long behind patrick mahomes.,Class 0
they only have a few courses that transfer over that sf state has.,Class 0
"i genuinely believe that without a plan, humans would go mad.",Class 0
"i dont want to get too spiritual, however there are times were i look beyond science and the facts because everything can't all be science in my opinion.",Class 0
my overall goal as to why i am in college is to become a physical therapist.,Class 0
"physics is an important subject, and im glad that im here to learn more and get a deeper understanding of the world around us.",Class 0
i was interested in studying in that kind of conditions because having study groups always helps me to learn contents that i did not fully understand or to notice my weakness.,Class 0
"everything else feels out of reach, so hopefully, i'll find a reason to stay in science while enjoying what i do",Class 0
i am here in this class because it is a pre requisite for my major.,Class 0
"this phrase reminds me of such purpose, i have learned before in my life that having a goal means everything.",Class 0
"if i didn't chose to be here, i would honestly have no idea or guess to where i would be now but all the decision making and experiences i've had in my life has led me here.",Class 0
this is my first physics class i am looking forward to learn and enjoy discovering many new ways to solve problems.,Class 0
"being apart of sci 230 is beneficial to me because as bio 230 lectures go very fast and indepth on difficult concepts, i can ask for help and review the topics i'm struggling on with the instructors in sci 230.",Class 0
i truly believe that i am meant to be a successful individual.,Class 0
the extra practice and small group learning is helping me become more confident with my knowledge of physics as well as calculus.,Class 0
as i expected this course is pretty interesting and i found out more things that i wasn't aware of.,Class 0
"whenever i get asked why i am here, it is usually a pretty interesting question to answer.",Class 0
"my childhood was in arizona, and i moved to long beach, and i noticed that the education systems were not the best.",Class 0
also it will help me get a better understanding of the law of physics.,Class 0
although it is a requirement physics is an interesting subject to learn.,Class 0
sometimes i think to myself that i dont need to be here.,Class 0
becoming a doctor has been a lifelong dream of mine and i plan on enjoying my journey with amazing opportunities here at sfsu.,Class 0
"most of the experiments we conducted in high school were conducted as if they were hazardous, but we experimented with nothing hazardous.",Class 0
i am here so that i can get a better grade on my tests and quizzes.,Class 0
i am going to sf state because i enjoy the people and love the city.,Class 0
the field where women are appreciated less and less accounted for when compared to their male counterparts.,Class 0
i decided i would show up because i believe this class will help me pass chem 180.,Class 0
"but that takes the work of many, and to begin, you must first be educated.",Class 0
i didn't put that much effort when i first started taking physics to it became difficult for me to catch up with the content.,Class 0
ive personally never taken a physics class before and ive heard a lot of horror stories which is why i decided to enroll in sci 111.,Class 0
"i am learning to become more independent, since i live on campus.",Class 0
the last time i took physics was my freshman year of high school so i couldve used a refresher.,Class 0
i see physics more as a quantitative subject and a subject that focus on number and movement.,Class 0
"physics involves a lot of math, which is one of my favorite subjects so fortunately my like for math transfers over to physics.",Class 0
in high school i became mesmerized by the cosmos and that is when i decided to achieve a degree in astrophysics.,Class 0
this is something i plan on doing with my kids.,Class 0
"i just hope ill get a good grade in this class, i know i will because ill be working hard trying my best to pass this class.",Class 0
i prefer to do written work over hands on labs such as the ones people do in biology.,Class 0
"like, why is the sky blue?",Class 0
that is my dream and hopefully my purpose.,Class 0
i hold out hope that this course can maybe reverse some of this resentment towards physics?,Class 0
i can only achieve this dream if i have an education.,Class 0
ive barely passed calculus and its also very difficult for me to learn without help from others.,Class 0
this is essentially why i think i am here in this course.,Class 0
"quite honestly, it is very easy to fall behind classes because i don't have the pressure of seeing my professor face to face.",Class 0
the other reason why i chose to enroll in this class is because i do have trouble in math sometimes.,Class 0
i wanted to take this class because i hope to get a better understanding on majority of the topics being taught in lecture.,Class 0
the reasoning as to why am i here in this astronomy lab class at san francisco state university is because i am just trying to fulfil my lab general education credits.,Class 0
why should i care about changing the world?,Class 0
you learn more when you teach others how to do something or if youre learning by another student who is taking the same class.,Class 0
this is because math and science has usually always clicked with me and because physics does not click in my head automatically without lots of thinking i become stressed and worried that i will never be able to understand the material enough to pass the class.,Class 0
i was inspired from him.,Class 0
student name phys122 journal reflection 1 why am i here? this is an interesting question.,Class 0
i am here in this class to meet prerequisites for orthotics and prosthetics masters degree programs.,Class 0
having this extra help will allow me to be able to achieve a better grade for the parent class.,Class 0
i am here today in class because i want to finish all my prerequisites before taking all my higher ups.,Class 0
"so, i switched sections and added this supplementary course.",Class 0
im 'etiam hic ob maiorum consiliis meis: et ego ipse et usque ad superesse.,Class 0
"cut to the current day, my sophomore year standing, i was able to step back and see the bigger picture.",Class 0
"to be able to quantify and predict the position, velocity and acceleration of an object is very helpful to prevent collision and accidents.",Class 0
i am willing and able to put in the time necessary to do well in the course.,Class 0
"i took astronomy 115 last semester and i found it very interesting, so i decided to take the lab for that class.",Class 0
our communal understanding of our world has changed because of it.,Class 0
aya alazzehi am enrolled in physics 122 lab to fulfill an undergraduate requirement pertaining to my major.,Class 0
"when they were young, they escaped the genocide known as the khmer rouge in phnom penh, cambodia.",Class 0
everything that we are going to tackle is foreign to us.,Class 0
"is not that i hate studying, but the fact that i dont love it makes it even harder to comprehend why am i here.",Class 0
i think to take the physics lab will learn more knowledge to apply to my design.,Class 0
the average person does not think of how far away or how big things in space are like the planets or the stars which makes enjoy being there.,Class 0
just in case i changed my mind then i can still save some time if i decided to change my major.i don't know if physics is hard or fun.,Class 0
i am here today in sci 215 to give myself a safety net for chemistry just in case i don't get around to studying the concepts i have learned in lecture and lab.,Class 0
i have never taken a physics course and all i ever knew from physics was the information told to me by my friends.,Class 0
i think i was put here to make my parents' lives better as well as the rest of my friends and family.,Class 0
i am here because i know that this sci class will help me get a much better grade than if i did not do this class.,Class 0
"i would say i am not the fondest in the field of physics, but some topics really do interest me and it does help me learn how the universe and planets work while studying my astronomy minor.",Class 0
why am i here...i am here because i am fascinated with the human body and how it functions and moves.,Class 0
this makes me happy too.,Class 0
this is my first physics class i have ever taken and so far it has sparked my interest.,Class 0
i have yet to take a physics class and i am ready to accept the challenge.,Class 0
"i find all kinds of science interesting, being able to see the bigger picture outside my own little world.",Class 0
i am excited to see how the format of this class will be laid out since it is a lab course.,Class 0
he acquired his thining ability from physics.,Class 0
"many people struggle with the question of why they are ""here."" some find answers in religion or simply do not think about why they are ""here."" i tend not to think about why i am here and simply live day to day.",Class 0
one of my main goals is to be able to build a house with a swimming pool on one of the floors because that would be awesome!,Class 0
i am in this course and in this university in order to accomplish my goals.,Class 0
"i played the violin for six years and joined my schools choir for four years, but i realized i wasnt passionate about it.",Class 0
i struggle and don't understand everything right away.,Class 0
i personally believe that an education is the key to success.,Class 0
i might eventually change it back and decide on transferring to another school but that is an issue for the future.,Class 0
gives me a clear view of what i want in life.,Class 0
"something, i hope to master the study and learning skills, problemsolving skills and to expose myself to new ones as i am planning to pursue in academia and in the career",Class 0
i am here because i deserve to be here.,Class 0
also this gives me the opportunity to meet some of my classmates.,Class 0
the homework seriously causes me so much stress and its only the fourth week of the semester.,Class 0
"so if i had to answer the question, i would say im here largely in part because of that librarian but also because of my interests in rocks and minerals as well.",Class 0
i am gathering knowledge on topics i never gave much thought to.,Class 0
tutoring at san francisco sate university is limited by the hours and number of tutors available.,Class 0
i am taking this sci class in order to learn more about organic chemistry.,Class 0
i am in this specific class because i am determined to get a good grade in my chem 215 class since it is a requirement of my major of biology with a concentration of physiology.,Class 0
stem is a culmination of all the past research efforts.,Class 0
i was just stressed and rushing to finish assignments as fast as i could because it was so fast paced and i had to work almost everyday.,Class 0
i'm currently enrolled in both physics lecture and lab.,Class 0
i am here this morning because i was very lucky to wake up and start another beautiful day.,Class 0
"despite me having a lack of enthusiasm for the subject, i recognize without it we would not have the knowledge and skill set to advance the rest of the physical sciences.",Class 0
"with her earnings, she sheltered many street kids, providing them food, water, even teaching them in her free time.",Class 0
i am looking forward to learn new things about physics in your class.,Class 0
"not to mention, i can get inspiration from this sci class and apply it to my sci session for math 227.",Class 0
"granted, this sounds like a concerning motivation for education, but i must now tell you that i still felt a sense of agency in this decision.",Class 0
"i do enjoy this class because of the professor, lab instructor, and the overall setting and vibes of the class but im not the biggest fan of physics.",Class 0
"boiling it down to its bare bones, im here because ive finally solidified what i wanted to major in and have finally made the commitment to myself to go for it.",Class 0
"as a result, in future we will more invention and scientific ideas in coming days.",Class 0
to break down and fight against everything that oppresses you shows your strength.,Class 0
"my first year of taking sci, i really enjoyed it.",Class 0
i completely forgot about those guys because its like so basic but yet important as one continues to build their chemistry skills as the courses get harder.,Class 0
i also found interested about how different force work.,Class 0
"maybe by being here in this lab, i would learn to be able to apply physics to reallife situations.",Class 0
i am interested in what this class has to offer.,Class 0
"if i dedicated my self to study more and actually learn physics properly, i know that i would understand it well and be able to apply it to real life scenarios.",Class 0
i love biology and chemistry isnt my favorite but its easier for me to understand than any other major not in the stem field.,Class 0
"when asked the question, ""why am i here?"", i immediately think about my degree.",Class 0
the real reason i am actually here is to learn how to be a better physical therapist in the future by understand the foundations of biomechanics through physics.,Class 0
the road to success was always college.,Class 0
i usually am only interested in the courses that relate to my major because those are what are important to me.,Class 0
i really feel like these classes are helping with our critical thinking.,Class 0
i hope to change that during my time at sfsu and finish strong with my work and studies.,Class 0
"i guess i'm here in this class, so i can learn from different people learning skills and opinions of physics.",Class 0
i am here because it's required for my major and i did not want to take calculus 2 as the first one was horrible enough.,Class 0
"this is the first time im within a study group that are not my friends, so im still getting used to how to communicate and help my classmates out, because were here trying to understand physics.",Class 0
however as i got older i began to realize that education is very important.,Class 0
the concepts are somewhat easy to understand and i can see how the math works.,Class 0
"lastly, of course most people who work in the stem field get a reasonable salary, which is something that is important in my eyes.",Class 0
i wanted to get into the stem field because i wanted to work towards my dream job.,Class 0
i am in this class to learn about topics that i have never put much thought into before.,Class 0
"specifically, i took astronomy over the over offered laboratory classes because when my mom went to state she took this class.",Class 0
but i am really excited and nervous to take the class because it is my first physics class ever and i wish it was in person instead of online.,Class 0
"i am not the best in math and i have always had trouble problem solving, because most of the time i second guess and confuse myself which makes me do bad when it comes to exams.",Class 0
"it made me remember when i would help my uncle work on his car, or see my grandpa work on fixing things or creating things like his solar cooker.",Class 0
i'm here because i deserve it and i paid a lot of money in order to be taught by the wonderful professors at this school.,Class 0
there are things i havent learned and i found last sci class to be quite difficult.,Class 0
"firstly, i'm in this class because its a part of my prerequisite for my major which is biology physiology and also for dental school.",Class 0
"i am at san francisco state university studying for a biology degree, concentrating on physiology.",Class 0
"unlike calc 2 to me where everything feels hard and confusing, so i prefer physics.",Class 0
"after high school, i was very unsure of what i wanted to study and what career i wanted after that.",Class 0
"we know some and we don't know a lot which is quite interesting, in biology we know a lot as well as anatomy but what about the universe?",Class 0
i hope to learn a lot this semester to prepare for phys 121 and 122.,Class 0
i also prefer looking at equations than looking at rhetorical essays.,Class 0
"after going through countless classes and counselor meetings, i was able to obtain my true desire in life and what i wanted to study on was environmental science (possibly in sustainability).",Class 0
i would love to understand physics better.,Class 0
"this question is quite broad however, it will approach it as why am i here in the physics class?",Class 0
this limited my university options a lot.,Class 0
even though i'm a psychology major hahaha.,Class 0
this class is a mandatory concurrent class for physics 2 with calculus.,Class 0
i would also like to learn the fundamentals of how ai work and how they come to be like siri and google assistant are narrow ais meaning they don't have the human thinking capability.,Class 0
i guess i am here because i like astronomy.,Class 0
i crashed andrew's phys 111 and was in lab section 10 for the past week.,Class 0
i think being able to apply that into the field of kinesiology would be huge because we study range of motion and the movements of the body.,Class 0
"hopefully, this class can help me overcome my problems and would prepare me for future exams.",Class 0
i will be working with wildlife in my career and so i hope i can use the skills learned from this physics class to make logical decisions in conservation planning or tasks i'll need to figure out.,Class 0
i am here so the material i have learned to have a understanding by going over a lot of example questions and going over practice exams that have helped me in the previous sci classes.,Class 0
my dad however managed to leave the middle east at a young age to become a pilot.,Class 0
i am also here to have fun in this beautiful city and make memories that i can tell my kids in the future.,Class 0
maybe i am here to learn about different cultures and observe life without the guidance of anyone but my own.,Class 0
i'm here because it's important to be here.,Class 0
"for one, physics was the only subject in high school that i actually enjoyed studying, mostly thanks to having an excellent teacher (shout out to chris balmy.) secondly, thinking about the mechanics of our daytoday lives has fascinated me for a while, since it ensures that physics will always be relevant, no matter the circumstances.",Class 0
"this is all for them, and i hope to continue making them proud and give them everything and more.",Class 0
this includes biology 240.,Class 0
i transferred from another cl state but they did not have the classes that i needed for my major and so i transferred to sfsu.,Class 0
i have met the most amazing people and had some really awesome experiences and travels.,Class 0
"in terms of this class, i am here because i am taking chem 215 and was afraid it might be too challenging as i ended chem 115 with a c, so i would very much like to improve that grade.",Class 0
so i think that physics with math really get the whole perception of what we are .,Class 0
i couldn't really do that if my parents were on my back supporting along the way not being able to learn my mistakes.,Class 0
i am in this class because it is one of the requirements for my major.,Class 0
i'm a computer science major and i like to get into programming robotics so i think knowledge of circuits is useful.,Class 0
but i'm looking forward to this class and hopefully learn more trippy universe things.,Class 0
there are many benefits to becoming a pharmacist like getting to know which medicine is otc and what can instantly help you out or your family.,Class 0
"not to be cliche, but i think learning is one of the things that makes us human, and i respect and want to be in the stem fields because of that.",Class 0
"when going into a career where science is involved i think it is very important to know every bit of science, including physics.",Class 0
"ravi johnson physics 23202 january 28, 2020 why am i here?",Class 0
although to this point it is really confusing and i do not thoroughly understand it i am hanging in here .,Class 0
i am very passionate about sports and being in that atmosphere will keep me motivated and able to understand the physical and mental struggles that athletes go through.,Class 0
last semester i took a sci course (sci phys 220) and being in the sci class really did help me with my grade in the actual lecture.,Class 0
"there is so much stuff in the world to learn about and therefore, you can never stop learning.",Class 0
i honestly see no point in this assignment.,Class 0
i was lucky enough that this class fit in my busy schedule so i could get the extra help.,Class 0
the reason why i am taking this course is that it satisfies one of my prerequisites for medical school.,Class 0
"i am here at college because, in this day and age, it is expected of us to go but i can't really imagine doing anything else anyways.",Class 0
"to continue to pursue this career means that i have to keep up with my classes and know what to take and be here, present and ready to learn.",Class 0
"the last lab was pretty interesting and i enjoyed it because i got to communicate with my partners to try to figure out the work in front of us and that is what i hope will continue to happen in this class, this is why i am here.",Class 0
we also have more time to answer them and get into more detail wich is very helpful for me.,Class 0
i am in this physics class for two main reason.,Class 0
i am able to learn differently because i am challenged with unfamiliar topics that i'm not accustomed to.,Class 0
"i hope to get more out of this class, not for my career but for myself to know more of, for fun.",Class 0
"previously, i was rushed through an 8week physics program and received a decent grade in the end.",Class 0
"so if i had to answer the question, i would say im here largely in part because of that librarian.",Class 0
the reason i am here is because i am an engineering major.,Class 0
why am i here taking a physics class?,Class 0
this will be the time for me to learn many life lessons either the hard way or the easy way.,Class 0
"humans grow, adapt, learn from their mistakes, and love.",Class 0
it's just the most difficult subject for me and i'm not sure how to go about it.,Class 0
"it is not the only reason however, i find the class interesting and always preferred learning through experinentation and doing rather than take notes.",Class 0
"but even if that happens, the only option that we have from then on is to find ways to move forward against the roadblocks that are placed before us.but besides all of that, and being philosophical or deep things, we are here to learn!",Class 0
i also like to think about the working principle of the mechanics.,Class 0
i simply am.,Class 0
i honestly do not want to be here and instead would like to be in bed sleeping.,Class 0
wasnt aware of it until this semester but its now shaping what my time here at state is going to look like along with what my future might consist of proceeding school.,Class 0
"my record has accumulated countless w's and a few class failures, mostly reconciled.",Class 0
so taking physics this class is a mandatory class i need to take in order to reach my degree of being a mechanical engineer.,Class 0
"i do not like physics, but i must be here.if we are talking about in life, i am not sure.",Class 0
"out of the bay area universities i could have chosen, they had to be close enough to my house which is in oakland and they had to be universities that i actually wanted to go to.",Class 0
"ive always tried to take the class but being a popular ge class, it was hard.",Class 0
computers have always fascinated me and especially growing up in silicon valley it feels like that's where most of the jobs are heading.,Class 0
my more immediate goal is to pass with this class hopefully with an a so i can take the next step in my academic journey.,Class 0
david olinger 09022020physics 112why i am in physicsthe reason for me taking a physics class is simple and pretty straightforward.,Class 0
in order for me to succeed in ocam lecture i believe this sci course will help in doing so.,Class 0
"at first i transferred here as an economics major, but in the first semester i decided to switch majors.",Class 0
this is the place where people go to learn more about the things they are interested in and they will guide them to their purpose in life.,Class 0
im also a big fan of quantum physics as i love learning it all on my own.,Class 0
most people end up bailing so im hoping sci 111 will provide the assistance i need.,Class 0
i love school and the work it encompasses but dont like feeling like i am wasting time that i could be using doing something more productive.,Class 0
while this is my last strictly physics class much of what i will learn will be needed in the next class,Class 0
i feel like the world is rapidly growing and changing and technology is the main reason why it is.,Class 0
everyone interpret this question in their own way.,Class 0
ive always wanted to learn about physics but none of my teachers in highschool made it interesting thats why i never took it in highschool.,Class 0
i really want to be able to look back at my life and say that i did the best i could.,Class 0
i want to make things that my family living over there can benefit from.,Class 0
my name is chelsea.,Class 0
it was as if my mother had changed forever.,Class 0
"furthermore, i believe that this course would help me out with the other physic class too.",Class 0
"i understand that everything that can be done has a reason, like gravity for example and why things fall.",Class 0
stem has always interested me and what it means to be in that field.,Class 0
the previous physics class i took was 5 years ago in high school during my sophomore year.,Class 0
here i can review topics so the information is more likely to stick with me in the long run witch is the goal.,Class 0
"also, i had no interest in learning the material because i never thought i would come across it again.",Class 0
there is a recent program that state offers where both can be obtained in a streamlined fashion called the itep program.,Class 0
"if i could have it my way, i would study physics, chemistry, biology, psychology, and math for the rest of my life, because i love understanding how the world, the universe, and the human body work.",Class 0
hopefully through my time here at sfsu i can meet new people and have an overall good experience.,Class 0
chem is a difficult subject for me because there are numerous things that you have to remember.,Class 0
physics is a fascinating subject that really encompasses everything in the world.,Class 0
"that is where i am geographically, however, why am in this class?",Class 0
"lastly, i have a lot of anxiety around exams, and seeing what really got to me during the mock exam really helped focus me a bit more for the actual test.",Class 0
"because of covid19, i will be here at my house for the remainder of this semester and maybe the next one.",Class 0
i am a catholic and i believe it is one of my duties to bring joy and happiness and spread the faith to those around me.,Class 0
i also find these reflective journaling useless.,Class 0
"i am over 400 miles away from what i used to call home, away from all my family.",Class 0
this type of study reinforces learning in the long term by retrieval practice.,Class 0
i am stressing and failing a course i do not need for my future plans.,Class 0
i dont believe this will impact or really have too much to do with my major besides the actual science of this class which in which many galaxies are found as precisely as possible by theory and experiments and models and knowledge we get from earth outer space which is relative to the way people think and or come to solution.,Class 0
"i have always been fond of math and physics since high school, and i continue to look forward to learning more in this class as well as my lecture.",Class 0
it feels kind of crazy that were all just trapped at home and theres nothing really that we can do to change our reality other than doing simply nothing.,Class 0
this is the first physics class i have ever taken so i am interested in how it is like.,Class 0
it helps me dedicate a time to actually study and practice because if i wasnt in this class i would most likely study in the last minute.,Class 0
"i also realized that taking physics and calculus at the same time was a terrible idea since they teach about the same topics, but the way you work the problems and the answers are completely different.",Class 0
this is my first sci class and it has so far really helped me learn the topics i have seen in class.,Class 0
it helps in understanding the mechanics of the body which is an important part of the career i'm trying to go for which is physical therapy.,Class 0
"i feel like the professors sometimes forget we have other lasses and work, and i hate being on the screen all day.",Class 0
"because i am an electrical engineering major, i believe that linear systems analysis, and generally signal and systems, to be a foundational class that other classes will build upon.",Class 0
one of the reasons why i feel like im here in this world is to spread love and positivity .,Class 0
"so i am here because i want to be, and also because being here does not make me anxious, it makes me happy that i have mentorsfriends i look forward to seeing everyday here at sfsu! christian avilaescobar (id 915841126)",Class 0
"at first, i never understood what my major had to do with physics and why i even have to take it.",Class 0
then i wondered why i like cars so much and realized that three of my uncles and my grandpa were engineers.,Class 0
"i move to san francisco because i got accepted at the university, and then i realize that am more a person of south california.",Class 0
"having been working my entire college career, i never really got an option about which teacher to takemore times than not, it came down to when i was free, and when my schedule could be shifted to make it work.",Class 0
in order to do this i felt that i needed a bit more repetition in the material that is taught to me in class so i can better master the information,Class 0
i am located in san francisco because the bay area has great biotech companies that i would like to network with and hopefully work for under their cancer department.,Class 0
i am also here because i have a great support system that has helped my get to this point in my educational career.,Class 0
here i am.,Class 0
i hope i am able to earn a higher grade in the math 227 course with the help of this supplemental instruction course.,Class 0
learning about gravity and doing all kinds of experiments.,Class 0
i am here at san francisco state to further my education and learn more in order to continue on my path to a good career that i will hopefully enjoy.,Class 0
i hope that this class will give me a greater understanding of how things work.,Class 0
i would love to be among those who challenge people to think truly on their own.,Class 0
i always felt like stem is also a fun way to learn and can be fascinating how the things around us work.,Class 0
"in order to get a fundamental knowledge on physics, i must do well in these classes which will help my understanding of the science world in a better way.",Class 0
helping woman and being able to help and see the a human be created and form is so amazing to me and i find it super interesting and i am hoping that being able to go to college and doing good in all my classes will help me with my dreams come true.,Class 0
"people can say that each person has a different purpose in life, but we all have the one similarity of impacting others.",Class 0
i wasn't too fond of physics 1; it was hard for me to understand at times and i spend hours trying to grasp the material and still didn't get some of it.,Class 0
you might not even be the best version of yourself. but still we or i continue to act like these smaller things seem to matter.,Class 0
"i am not too fond of physics, though it is quite an interesting subject to learn about.",Class 0
i am here because i am a biology major and this is one of the prerequisites for my major.,Class 0
i am hoping to learn some new concepts and apply them in this physics lab course.,Class 0
"my professor would go extremely fast, and would assume we know the concepts we previously learned in high school.",Class 0
patrick bialy reflection 1 why am i here?,Class 0
disappointed that we can't have any handson experiment with the topics.,Class 0
that is what screwed my grade up last minute.,Class 0
"however, it was really difficult for me because the concepts can get very complicated and there was obviously a lot of math and physics involved which are not my strengths.",Class 0
i am very glad that i stuck with it and am almost done.,Class 0
i'm here to fulfill a requirement and prerequisite for some of my major classes.,Class 0
after i kept taking science classes and it never stressed me out.,Class 0
i think it was exactly the same prompt as well.,Class 0
trying to be successful during this class so that i could take physics 2 and finish my requirements.,Class 0
im at sfsu because i want a degree.,Class 0
"with that in mind, i am taking this course so that i not only pass my physics class but so that i can better understand the material and how to apply it to everyday situations.",Class 0
a stepping stone into the major of biology is a better understanding of the world and its laws first before diving further into the life that inhabits the earth.,Class 0
i am hoping to at least pass this class and hopefully do good in it.,Class 0
having people that i know i can rely on for anything at any time provides me with a sense of security that i feel is impossible to find in other things.,Class 0
"meaning i love being with people, animals, math, discussing ethical issues,i love being political, i believe i am good with math.",Class 0
we exist because we have the potential to create great change.,Class 0
it helps to surround yourself with people who are also inspired to learn because of the encouragement fed into each other through boost of friendly interactions and assurance.,Class 0
"but the reality hits and i am living in a pandemic, racial inequality is dividing my country and there are so many basic human rights being violated and is it really worth being here.",Class 0
"my instructor and i both treated this as a straight math course, and in doing so i failed myself.",Class 0
"along with that, i just love taking care of my body and doing what is best for it, so taking classes like these, help me to better understand the world and human bodies and how everything works and affects us.",Class 0
my mother was always stressed out because of her patients and my father had to stay long night at field supervising.,Class 0
since with how society is constantly changing and that technology is all over the world i figure that this major is one that can help with me finding a goodpaying job.,Class 0
"its sufficient to say that there is no direct reason for me being here, because i will never know the truth to this question.",Class 0
"this will be an important class for me as well, and i will have a better understand of how physic works between the human body and other factors",Class 0
even if i have to do this class i had many options and i have to make the best of it.,Class 0
i also enjoy physics.,Class 0
i am here because the degree i am pursuing will improve the quality of my life.,Class 0
so another reason i'm in the lab is to form groups that will help me learn the terms and formulas better.,Class 0
i also never made a study group within my classes.,Class 0
i am here because i need to get better at math and get a better understanding so a) i don't fail the class and b) so i can have for fun with it when i encounter this type of the future instead of blatant frustration.,Class 0
"my professor told me he used to be a cls and what he did, and i knew that i could see myself doing it long term in the future.",Class 0
"so far, i feel like i have better understanding with the moon phases, and ive also learned the difference between the big and little dipper (finally).",Class 0
"so naturley with science and math being vital in enginnering, and with mechanical engineering, being not only fairly broad, making it ""easier"" to find a decent paying job in the future, but focusing on the mechanical and physics aspects in technology and computers.",Class 0
there i completed the first week surveys which are the same ones in your class.andrew placed me in your class around 12am last night and thankfully i woke up early enough to read the email and come to class.,Class 0
i am here taking this sci 215 class because i am trying to be able to understand the concepts that we are learning during lecture.,Class 0
i am here because time is the most scarce resource and the most precious thing to give.,Class 0
"the few people who make it through on experience alone typically get paid less, and even more so if theyre female.",Class 0
"i grew up obsessed with comic book movies, and seeing real world applications of the technology in these films is also very rewarding and interesting to know that the concepts and studying in my classes can be combined and reworked into something that can truly benefit society.",Class 0
"i like working in group best i like to compare my answers to others, but also help other understand the concepts as well.",Class 0
